attrition_flag,customer_age,total_trans_amt,total_trans_ct,credit_limit,months_inactive_12_mon,contacts_count_12_mon,income_category
Existing Customer,43,4081,54,34516,1,3,80K-120K
Existing Customer,48,4091,71,2072,3,3,60K-80K
Existing Customer,53,4985,87,6383,1,3,120K+
Existing Customer,39,4714,81,2725,3,2,40K-60K
Existing Customer,47,4138,64,2675,2,3,Unknown
Existing Customer,42,4246,83,1438.3,3,1,60K-80K
Existing Customer,50,4738,56,13478,2,1,120K+
Existing Customer,46,4144,73,2841,2,2,Lessthan40K
Existing Customer,33,5271,76,1830,2,3,Lessthan40K
Existing Customer,37,3696,82,2360,1,3,120K+
Existing Customer,43,4667,91,3717,3,2,60K-80K
Attrited Customer,56,1988,42,1438.3,3,4,Lessthan40K
Existing Customer,42,4955,83,2289,1,1,60K-80K
Existing Customer,56,4139,69,5338,3,3,Unknown
Existing Customer,44,4687,85,1438.3,2,1,Lessthan40K
Existing Customer,40,4159,67,2276,3,3,60K-80K
Existing Customer,43,5244,87,4091,3,3,40K-60K
Existing Customer,45,4512,80,3798,3,3,80K-120K
Existing Customer,47,4189,80,1778,2,1,Lessthan40K
Attrited Customer,38,2750,41,2920,3,0,Lessthan40K
Attrited Customer,49,2870,49,1938,3,3,Lessthan40K
Existing Customer,62,3908,80,4049,3,3,Lessthan40K
Existing Customer,45,4598,86,1438.3,3,2,80K-120K
Existing Customer,40,4957,90,10880,2,3,60K-80K
Existing Customer,51,4097,67,3451,1,2,60K-80K
Existing Customer,41,4754,77,20749,2,2,60K-80K
Existing Customer,49,4466,69,2481,3,1,Lessthan40K
Existing Customer,61,4479,71,2415,3,3,60K-80K
Existing Customer,33,4641,85,1438.3,3,0,Lessthan40K
Existing Customer,45,4240,67,7600,2,2,Unknown
Existing Customer,35,5020,94,1438.3,2,3,Lessthan40K
Existing Customer,41,5111,83,2601,2,2,Lessthan40K
Existing Customer,48,4378,81,2625,2,1,Unknown
Existing Customer,49,3459,53,5578,2,2,60K-80K
Existing Customer,52,3763,82,3698,3,2,Lessthan40K
Existing Customer,51,4485,85,1438.3,3,2,40K-60K
Existing Customer,45,5575,73,1795,2,1,Lessthan40K
Existing Customer,42,4833,71,1933,2,2,Lessthan40K
Existing Customer,41,3906,87,27169,3,1,120K+
Existing Customer,30,5568,90,2367,1,1,Lessthan40K
Existing Customer,54,4633,84,5642,2,1,Lessthan40K
Existing Customer,60,4621,91,3239,2,2,Lessthan40K
Existing Customer,52,4608,61,3040,1,3,Lessthan40K
Existing Customer,37,4835,77,3680,1,3,40K-60K
Existing Customer,44,3912,79,1787,1,1,60K-80K
Existing Customer,52,3946,63,4752,3,1,60K-80K
Attrited Customer,46,2320,42,1706,3,3,Unknown
Existing Customer,45,5221,82,8103,1,3,Unknown
Existing Customer,43,4898,80,3764,3,3,60K-80K
Attrited Customer,40,2416,45,5492,3,5,Lessthan40K
Existing Customer,39,5152,90,3554,2,2,Lessthan40K
Existing Customer,44,5357,91,3170,3,1,Lessthan40K
Existing Customer,49,4739,86,2464,3,1,Unknown
Existing Customer,41,4015,76,3429,3,1,Lessthan40K
Existing Customer,50,5298,71,2021,1,0,60K-80K
Existing Customer,54,4609,61,2444,5,2,Lessthan40K
Existing Customer,39,4861,82,2751,3,2,Unknown
Existing Customer,52,4552,81,9017,3,3,40K-60K
Existing Customer,51,4841,88,2107,2,2,40K-60K
Existing Customer,46,4802,90,2029,2,1,Lessthan40K
Existing Customer,48,4520,75,32777,3,2,120K+
Existing Customer,50,4793,88,4607,3,3,120K+
Existing Customer,52,4530,74,23486,4,0,Unknown
Existing Customer,54,4961,82,1997,3,3,Unknown
Existing Customer,40,4758,67,3144,3,2,40K-60K
Existing Customer,47,4904,85,2725,2,3,40K-60K
Existing Customer,53,4194,78,1874,2,3,Lessthan40K
Attrited Customer,45,2305,42,7135,3,5,120K+
Existing Customer,35,5121,80,3379,3,2,Unknown
Existing Customer,48,5033,81,2804,6,2,40K-60K
Existing Customer,44,4797,82,16553,1,2,60K-80K
Attrited Customer,41,3607,51,2246,3,6,Unknown
Existing Customer,42,4577,81,2875,4,1,Unknown
Existing Customer,51,4753,87,3668,2,3,Unknown
Existing Customer,45,4971,65,2853,3,3,40K-60K
Existing Customer,50,4563,89,2382,2,2,Lessthan40K
Existing Customer,54,4854,74,2830,3,1,Lessthan40K
Existing Customer,47,3995,64,24987,3,3,Unknown
Existing Customer,52,4452,89,3705,1,3,Lessthan40K
Attrited Customer,49,2622,53,1675,3,4,Lessthan40K
Existing Customer,47,5047,79,1439,3,3,40K-60K
Existing Customer,54,3720,89,4440,3,2,40K-60K
Existing Customer,52,4515,77,2563,1,1,Lessthan40K
Existing Customer,46,4588,75,1896,3,0,Lessthan40K
Attrited Customer,39,2338,40,2190,2,5,Lessthan40K
Existing Customer,55,4726,87,2596,1,3,Lessthan40K
Attrited Customer,44,2558,38,4196,3,4,40K-60K
Existing Customer,43,4774,74,1616,3,3,Lessthan40K
Existing Customer,42,5022,76,6618,1,2,60K-80K
Attrited Customer,50,2037,43,2477,2,3,Lessthan40K
Existing Customer,38,5616,73,3040,1,2,40K-60K
Attrited Customer,41,1679,29,4697,3,3,60K-80K
Existing Customer,51,4460,85,4436,3,1,40K-60K
Existing Customer,44,3881,77,13138,2,2,Lessthan40K
Attrited Customer,46,2527,38,1438.3,3,2,60K-80K
Existing Customer,38,4636,86,3297,2,3,Lessthan40K
Existing Customer,46,4514,66,6272,3,2,60K-80K
Existing Customer,54,4325,77,5608,2,1,40K-60K
Existing Customer,42,4033,76,9906,1,2,60K-80K
Existing Customer,30,5247,84,1621,2,2,Lessthan40K
Existing Customer,49,5106,74,2305,3,3,Lessthan40K
Existing Customer,54,4804,79,9525,3,2,40K-60K
Attrited Customer,41,2422,41,4742,3,4,80K-120K
Existing Customer,51,4674,71,3168,1,1,120K+
Existing Customer,37,5076,84,2939,1,3,Lessthan40K
Existing Customer,44,4171,75,2724,1,2,Lessthan40K
Existing Customer,46,4861,77,6990,3,0,Unknown
Existing Customer,45,4891,65,1870,2,3,60K-80K
Existing Customer,55,4885,88,1438.3,1,3,40K-60K
Attrited Customer,55,2877,49,4629,4,3,40K-60K
Existing Customer,50,4520,73,34516,2,2,120K+
Attrited Customer,36,2424,40,1558,3,0,Lessthan40K
Attrited Customer,45,2032,39,13093,2,2,60K-80K
Existing Customer,45,5346,84,1438.3,2,3,40K-60K
Existing Customer,41,4456,75,4451,6,2,40K-60K
Existing Customer,44,4892,80,6426,2,1,60K-80K
Existing Customer,47,4510,88,2761,2,1,Lessthan40K
Existing Customer,38,4711,64,2148,2,3,40K-60K
Existing Customer,49,4208,71,2485,3,3,40K-60K
Existing Customer,39,5421,75,3394,3,3,40K-60K
Existing Customer,50,5657,91,3367,3,3,40K-60K
Existing Customer,50,4325,86,4154,3,1,40K-60K
Existing Customer,47,4538,74,2154,2,2,Lessthan40K
Existing Customer,54,4504,80,2506,2,1,Lessthan40K
Existing Customer,46,3474,60,1774,1,3,Lessthan40K
Existing Customer,43,5236,77,3287,3,3,Unknown
Existing Customer,42,4786,87,1821,1,2,Unknown
Existing Customer,49,3990,65,34516,3,3,80K-120K
Existing Customer,45,4700,69,3918,1,3,40K-60K
Existing Customer,49,4349,58,5455,1,3,Unknown
Attrited Customer,41,2499,41,2372,3,2,Lessthan40K
Attrited Customer,45,2469,38,1492,3,4,Lessthan40K
Existing Customer,44,4534,87,1550,2,3,Lessthan40K
Existing Customer,58,4863,79,2669,3,1,Lessthan40K
Existing Customer,42,4559,80,3311,3,1,60K-80K
Existing Customer,51,5524,71,3068,4,3,Lessthan40K
Existing Customer,55,5443,73,2721,4,3,Unknown
Existing Customer,37,4698,75,3050,3,2,40K-60K
Existing Customer,60,5200,81,3356,2,2,Unknown
Existing Customer,42,4911,82,2647,2,3,40K-60K
Existing Customer,50,4543,71,2407,4,3,Lessthan40K
Attrited Customer,52,2888,50,2233,3,4,Unknown
Existing Customer,42,4452,83,32106,1,3,80K-120K
Existing Customer,48,5069,76,2089,1,0,Lessthan40K
Existing Customer,48,4906,83,2185,1,1,Lessthan40K
Existing Customer,44,4301,58,4057,3,3,Lessthan40K
Existing Customer,44,4017,63,3183,1,2,40K-60K
Existing Customer,45,4071,75,2699,2,3,Lessthan40K
Existing Customer,57,4231,62,17096,3,3,80K-120K
Existing Customer,50,4891,87,2897,1,1,Lessthan40K
Attrited Customer,46,1507,33,6568,2,2,Lessthan40K
Existing Customer,40,4216,71,1622,3,3,Unknown
Existing Customer,51,4447,71,1438.3,3,2,Lessthan40K
Existing Customer,34,4035,87,1677,3,1,40K-60K
Existing Customer,48,4588,74,7884,1,3,Unknown
Existing Customer,57,5109,62,1860,3,3,Lessthan40K
Existing Customer,48,5372,93,8074,2,2,Unknown
Existing Customer,47,4592,83,2124,3,3,Lessthan40K
Existing Customer,48,3843,67,3413,1,3,Lessthan40K
Existing Customer,41,5089,80,2178,3,3,Lessthan40K
Existing Customer,47,5347,87,2446,4,3,Unknown
Existing Customer,37,4490,66,3967,1,1,Lessthan40K
Existing Customer,45,4323,64,4146,2,2,Unknown
Existing Customer,26,4174,59,34516,2,3,Unknown
Existing Customer,58,5269,80,1869,2,2,Lessthan40K
Existing Customer,46,4043,73,2168,3,1,Unknown
Existing Customer,49,4926,82,2096,2,1,Lessthan40K
Existing Customer,41,4828,82,7293,1,1,60K-80K
Existing Customer,46,4659,74,1438.3,2,2,Unknown
Existing Customer,42,3499,80,1438.3,1,3,40K-60K
Existing Customer,57,5154,81,2298,2,2,Lessthan40K
Existing Customer,48,4313,85,3829,2,1,Unknown
Existing Customer,58,5067,69,1517,3,3,Lessthan40K
Existing Customer,46,4266,63,13427,3,1,Lessthan40K
Existing Customer,53,4350,76,16747,2,3,80K-120K
Existing Customer,58,4937,73,9926,3,1,Unknown
Existing Customer,54,4413,80,2691,1,1,Lessthan40K
Attrited Customer,42,2843,42,1456,3,2,40K-60K
Existing Customer,43,4906,80,2005,3,2,Lessthan40K
Existing Customer,35,4544,81,4790,3,0,Lessthan40K
Existing Customer,46,4117,76,3123,3,1,Lessthan40K
Existing Customer,42,5103,94,5471,2,3,Lessthan40K
Existing Customer,53,4812,81,13670,2,2,120K+
Attrited Customer,52,2355,47,3460,3,3,60K-80K
Existing Customer,48,4675,88,3202,3,3,40K-60K
Attrited Customer,31,2614,49,1438.3,2,2,Lessthan40K
Existing Customer,50,5483,77,2296,3,2,60K-80K
Existing Customer,54,4462,75,1476,3,2,Lessthan40K
Existing Customer,35,4601,65,12287,1,3,Unknown
Existing Customer,41,5011,61,2470,3,2,Lessthan40K
Existing Customer,46,3457,66,24431,3,2,120K+
Existing Customer,41,4630,84,1950,1,2,Lessthan40K
Existing Customer,49,4575,75,6615,3,1,Lessthan40K
Existing Customer,47,5298,72,5756,3,2,Unknown
Attrited Customer,55,2278,57,1438.3,0,6,Unknown
Existing Customer,32,5099,80,1438.3,3,2,Lessthan40K
Existing Customer,50,4851,87,1912,3,2,Lessthan40K
Attrited Customer,45,2240,34,4549,2,2,Unknown
Existing Customer,45,5458,84,1979,2,1,Lessthan40K
Existing Customer,40,5089,71,2803,1,2,40K-60K
Existing Customer,45,4747,77,2548,2,1,Lessthan40K
Existing Customer,45,5401,93,1457,2,2,Lessthan40K
Attrited Customer,32,2464,37,1438.3,3,3,Lessthan40K
Existing Customer,59,5350,96,1980,2,0,40K-60K
Existing Customer,48,4763,83,2216,3,1,Lessthan40K
Existing Customer,57,3943,75,4262,3,2,40K-60K
Existing Customer,42,4649,88,2573,2,3,Lessthan40K
Existing Customer,55,4569,82,5431,2,3,40K-60K
Existing Customer,43,4797,87,3092,3,2,Lessthan40K
Existing Customer,37,4878,86,2984,3,3,Lessthan40K
Existing Customer,48,4629,77,2186,3,3,Unknown
Existing Customer,34,4314,74,2669,6,3,Lessthan40K
Existing Customer,50,5110,75,1789,3,1,Lessthan40K
Existing Customer,36,4811,77,2835,2,3,Lessthan40K
Existing Customer,44,4805,86,1558,2,2,Lessthan40K
Existing Customer,47,4678,83,7299,1,3,80K-120K
Attrited Customer,56,2220,45,3556,5,2,Lessthan40K
Existing Customer,45,4976,70,1438.3,2,2,Lessthan40K
Existing Customer,35,4679,85,1507,1,2,Unknown
Attrited Customer,51,2977,46,7551,3,2,Unknown
Existing Customer,38,4426,76,2468,3,1,Lessthan40K
Existing Customer,42,4025,74,2515,3,3,Lessthan40K
Attrited Customer,59,3048,53,9076,3,2,Unknown
Existing Customer,45,5052,61,10699,1,2,60K-80K
Attrited Customer,34,2932,44,1439,2,0,80K-120K
Existing Customer,44,5169,82,7212,1,1,Unknown
Existing Customer,54,5237,75,3089,4,1,40K-60K
Existing Customer,46,4514,70,11250,2,2,80K-120K
Existing Customer,53,4881,75,1665,3,3,Lessthan40K
Existing Customer,54,4468,84,2456,3,1,120K+
Existing Customer,47,5098,58,11773,2,3,60K-80K
Existing Customer,43,4494,82,1438.3,1,1,40K-60K
Existing Customer,41,4699,77,3104,1,2,40K-60K
Existing Customer,48,5203,90,2337,6,1,Unknown
Existing Customer,50,5173,87,4060,2,2,Lessthan40K
Existing Customer,42,4751,87,3428,2,2,Lessthan40K
Existing Customer,44,4520,74,12967,1,1,40K-60K
Existing Customer,45,5413,90,2326,1,0,Lessthan40K
Attrited Customer,39,2862,52,4376,2,3,Unknown
Existing Customer,46,4380,80,12745,2,1,60K-80K
Existing Customer,39,4498,96,1790,2,1,60K-80K
Existing Customer,40,4109,70,2969,3,2,Lessthan40K
Existing Customer,43,4436,83,4970,6,3,40K-60K
Existing Customer,49,4643,80,5400,3,3,40K-60K
Attrited Customer,46,2754,55,2069,2,6,Unknown
Existing Customer,52,4191,80,3192,2,1,Unknown
Existing Customer,48,4833,81,2105,2,1,Lessthan40K
Existing Customer,44,5056,82,1876,2,3,80K-120K
Attrited Customer,57,2299,42,1462,3,2,Lessthan40K
Existing Customer,40,5115,84,2351,3,3,40K-60K
Existing Customer,54,4869,65,1719,2,2,Lessthan40K
Existing Customer,47,5216,78,1438.3,1,0,40K-60K
Existing Customer,26,4746,75,2516,2,2,Lessthan40K
Existing Customer,33,4613,82,4883,2,3,40K-60K
Existing Customer,38,3831,45,3413,1,3,80K-120K
Attrited Customer,59,2851,49,1852,4,3,40K-60K
Existing Customer,35,4725,83,3339,3,3,Unknown
Attrited Customer,45,2401,54,3785,3,2,Lessthan40K
Existing Customer,61,4431,71,2228,2,3,40K-60K
Attrited Customer,55,2954,42,3626,3,2,Lessthan40K
Existing Customer,58,4962,81,2194,2,1,40K-60K
Existing Customer,41,4500,71,2665,3,1,Lessthan40K
Existing Customer,42,4220,50,2444,4,1,40K-60K
Existing Customer,45,5321,78,3335,1,1,Lessthan40K
Existing Customer,45,5578,89,2726,3,2,Lessthan40K
Attrited Customer,51,2878,45,1665,3,3,Lessthan40K
Existing Customer,40,4981,90,2734,3,3,Lessthan40K
Existing Customer,57,5112,82,1727,3,1,Lessthan40K
Existing Customer,50,4351,79,19349,2,1,Unknown
Existing Customer,53,4031,82,13409,2,0,60K-80K
Existing Customer,45,4928,84,1438.3,2,3,Lessthan40K
Existing Customer,42,3029,52,6330,3,3,40K-60K
Attrited Customer,49,1874,40,2575,4,3,Lessthan40K
Existing Customer,55,4291,77,3391,1,2,40K-60K
Existing Customer,48,4834,80,5298,3,1,Lessthan40K
Existing Customer,44,5039,82,2540,3,3,Lessthan40K
Attrited Customer,63,2083,56,14324,4,3,60K-80K
Existing Customer,48,4752,80,2876,1,3,Lessthan40K
Attrited Customer,41,2801,51,1504,3,3,Lessthan40K
Existing Customer,45,4930,91,1839,2,2,Lessthan40K
Existing Customer,54,4155,85,1685,4,2,Lessthan40K
Existing Customer,48,4187,86,4850,1,3,Lessthan40K
Existing Customer,40,4405,82,2840,1,1,Lessthan40K
Existing Customer,47,5217,88,2977,2,1,40K-60K
Attrited Customer,45,2198,42,34516,2,3,Unknown
Existing Customer,39,4846,92,1961,5,1,Lessthan40K
Existing Customer,53,5092,95,2156,3,2,Lessthan40K
Existing Customer,53,5313,68,2772,3,3,40K-60K
Existing Customer,29,4761,75,2832,1,3,Lessthan40K
Existing Customer,44,5064,80,1552,5,3,Lessthan40K
Attrited Customer,46,1968,51,6362,2,2,40K-60K
Existing Customer,40,4677,58,11409,3,2,Lessthan40K
Existing Customer,40,4268,91,1965,6,2,Lessthan40K
Existing Customer,42,4633,67,1622,2,2,40K-60K
Existing Customer,38,5045,86,1736,3,1,Lessthan40K
Attrited Customer,54,2643,50,8827,3,3,Unknown
Existing Customer,49,4269,69,24256,3,3,80K-120K
Attrited Customer,52,2264,39,1915,3,3,40K-60K
Existing Customer,38,4564,79,1438.3,3,3,Lessthan40K
Existing Customer,44,5337,85,2006,1,3,Unknown
Existing Customer,44,5220,75,5594,2,3,Lessthan40K
Existing Customer,52,5034,79,3505,1,2,Unknown
Attrited Customer,56,2424,40,1667,3,2,Lessthan40K
Attrited Customer,47,2235,35,1636,3,2,Lessthan40K
Existing Customer,52,4431,67,3281,2,3,Lessthan40K
Existing Customer,50,4680,80,1477,3,2,Lessthan40K
Attrited Customer,44,3120,46,1905,3,3,Lessthan40K
Existing Customer,39,3645,76,6146,2,1,60K-80K
Existing Customer,53,4766,75,2672,3,0,40K-60K
Existing Customer,42,4674,66,13426,2,2,60K-80K
Attrited Customer,48,2563,34,9104,3,3,40K-60K
Existing Customer,47,4146,64,30300,3,1,80K-120K
Existing Customer,51,4691,76,7088,2,1,80K-120K
Existing Customer,56,4970,81,1872,3,2,40K-60K
Existing Customer,33,4794,88,2874,2,3,40K-60K
Existing Customer,36,4972,76,6763,2,1,40K-60K
Attrited Customer,57,2836,41,24379,2,4,120K+
Existing Customer,39,4445,89,2867,2,1,Lessthan40K
Attrited Customer,59,2598,47,13172,6,2,60K-80K
Attrited Customer,41,2408,38,2201,3,3,Lessthan40K
Attrited Customer,29,2461,54,3261,1,2,Lessthan40K
Existing Customer,39,4850,70,5027,2,1,40K-60K
Existing Customer,47,5390,87,1811,3,3,40K-60K
Existing Customer,49,4806,83,2465,3,2,60K-80K
Existing Customer,43,4783,65,7584,3,3,Lessthan40K
Attrited Customer,46,2899,51,4065,3,2,Lessthan40K
Attrited Customer,60,2251,27,28930,5,3,80K-120K
Existing Customer,48,4989,78,4963,3,2,80K-120K
Attrited Customer,50,2703,54,2049,4,3,60K-80K
Existing Customer,47,5108,81,1943,3,3,60K-80K
Existing Customer,56,4776,87,3485,2,1,40K-60K
Existing Customer,43,7279,83,23459,5,1,80K-120K
Existing Customer,51,3776,70,2306,1,3,Lessthan40K
Existing Customer,42,8512,94,18177,3,3,80K-120K
Existing Customer,49,7418,90,3252,1,3,Lessthan40K
Existing Customer,47,7471,87,2894,3,0,Lessthan40K
Existing Customer,44,7663,91,34516,4,2,80K-120K
Existing Customer,44,7427,83,34516,1,2,120K+
Existing Customer,53,7758,98,34516,1,3,120K+
Existing Customer,41,7904,83,7839,3,2,40K-60K
Existing Customer,49,7761,84,16494,6,3,120K+
Existing Customer,49,7693,70,6224,2,3,60K-80K
Existing Customer,42,8442,95,6078,2,3,Lessthan40K
Existing Customer,50,8693,91,21322,3,2,80K-120K
Existing Customer,51,7352,80,1590,3,3,40K-60K
Existing Customer,52,7249,86,1986,1,2,Lessthan40K
Existing Customer,48,7549,77,15618,1,1,60K-80K
Existing Customer,44,8092,80,34496,1,1,80K-120K
Existing Customer,40,8006,88,2544,1,2,40K-60K
Existing Customer,42,7380,76,4765,1,2,80K-120K
Existing Customer,43,7823,87,16583,3,1,Unknown
Existing Customer,42,7434,92,6153,2,1,Lessthan40K
Existing Customer,42,7471,88,15987,3,2,Lessthan40K
Existing Customer,51,7548,89,5139,2,2,Lessthan40K
Existing Customer,61,6932,75,3421,2,2,Lessthan40K
Existing Customer,59,7302,86,11000,2,2,40K-60K
Existing Customer,46,8178,91,2490,3,3,Lessthan40K
Existing Customer,51,7889,98,34516,3,2,80K-120K
Existing Customer,48,7719,86,2490,2,1,Lessthan40K
Existing Customer,44,7674,80,2055,2,2,40K-60K
Existing Customer,56,7359,85,14344,2,1,40K-60K
Existing Customer,42,8108,85,3453,3,0,Lessthan40K
Existing Customer,40,7494,85,20304,2,1,60K-80K
Existing Customer,61,7553,104,8283,3,2,Lessthan40K
Existing Customer,45,7179,93,11318,2,2,80K-120K
Attrited Customer,49,3512,50,2384,3,3,80K-120K
Existing Customer,47,8257,96,11919,3,1,60K-80K
Existing Customer,45,7834,86,2948,5,1,Lessthan40K
Existing Customer,43,7791,84,5397,1,2,60K-80K
Existing Customer,42,7906,87,12294,3,1,60K-80K
Existing Customer,42,7595,83,7253,2,3,80K-120K
Existing Customer,43,7409,89,21922,3,3,Unknown
Existing Customer,40,7582,69,13452,2,3,60K-80K
Existing Customer,50,7910,95,24735,1,3,Unknown
Existing Customer,53,7460,85,4942,2,1,40K-60K
Attrited Customer,49,4517,59,14973,1,4,40K-60K
Existing Customer,44,8385,97,19719,2,3,80K-120K
Existing Customer,49,7640,86,29690,2,2,80K-120K
Existing Customer,42,7921,93,6751,2,1,Unknown
Existing Customer,43,7242,95,9484,3,2,Lessthan40K
Existing Customer,51,7643,85,4333,2,2,Lessthan40K
Existing Customer,40,8097,88,2481,5,2,Lessthan40K
Existing Customer,57,7709,89,3059,2,3,Lessthan40K
Existing Customer,51,8012,87,34516,2,3,120K+
Existing Customer,49,7836,87,25178,3,1,80K-120K
Existing Customer,61,8216,80,7169,3,1,Lessthan40K
Existing Customer,62,7728,93,18224,3,2,60K-80K
Existing Customer,39,8453,90,34516,1,3,80K-120K
Existing Customer,52,7477,91,4813,1,1,60K-80K
Existing Customer,38,7866,84,24965,2,2,Unknown
Existing Customer,50,7344,95,12569,2,2,Lessthan40K
Existing Customer,43,7437,86,34516,1,2,120K+
Existing Customer,53,7957,88,8259,2,2,Lessthan40K
Existing Customer,42,7376,97,13804,3,2,60K-80K
Existing Customer,43,7939,95,5700,2,0,Unknown
Existing Customer,43,7546,88,6448,3,0,Lessthan40K
Existing Customer,57,7960,86,5479,3,3,60K-80K
Existing Customer,50,7990,89,3749,4,2,Lessthan40K
Existing Customer,48,7403,88,30210,3,3,120K+
Existing Customer,41,8000,96,5807,2,1,120K+
Existing Customer,44,6800,78,3605,2,1,60K-80K
Existing Customer,44,7391,75,17077,1,3,40K-60K
Existing Customer,43,8947,93,5380,3,1,Lessthan40K
Existing Customer,51,7499,88,34516,1,3,80K-120K
Existing Customer,47,8520,89,27720,3,1,80K-120K
Existing Customer,47,7584,85,18341,2,1,40K-60K
Existing Customer,38,7399,91,27712,1,1,120K+
Existing Customer,46,7205,84,8285,2,1,40K-60K
Existing Customer,41,7766,81,19704,2,3,40K-60K
Existing Customer,47,7053,69,21325,2,2,80K-120K
Existing Customer,41,6832,87,34516,3,2,80K-120K
Existing Customer,49,7381,98,7045,1,3,40K-60K
Existing Customer,44,7042,85,14388,3,1,80K-120K
Attrited Customer,48,4921,51,3874,3,3,Lessthan40K
Existing Customer,44,7517,76,4752,2,2,60K-80K
Existing Customer,50,7042,73,34516,2,1,Unknown
Attrited Customer,59,4923,56,7484,3,2,Lessthan40K
Attrited Customer,49,4777,51,34516,3,3,Unknown
Existing Customer,42,7836,93,34516,2,1,80K-120K
Existing Customer,52,7509,84,18336,3,2,60K-80K
Existing Customer,46,7745,88,2259,6,1,40K-60K
Existing Customer,41,7332,92,10682,4,2,40K-60K
Existing Customer,39,8854,92,8587,1,1,Lessthan40K
Existing Customer,46,8328,78,5494,1,0,Lessthan40K
Existing Customer,45,8423,82,1946,1,2,Lessthan40K
Existing Customer,53,8284,77,6228,1,3,60K-80K
Existing Customer,42,7613,90,7537,1,3,80K-120K
Existing Customer,44,7796,77,13609,3,2,Lessthan40K
Attrited Customer,47,2691,42,34516,3,2,Unknown
Existing Customer,46,7750,82,34516,1,3,60K-80K
Existing Customer,38,8195,94,15987,3,2,Lessthan40K
Existing Customer,46,7649,101,2391,2,2,Lessthan40K
Existing Customer,39,7845,92,34516,2,2,120K+
Existing Customer,47,7192,82,20811,3,3,60K-80K
Existing Customer,46,7582,95,34516,2,3,60K-80K
Existing Customer,45,7059,82,3735,1,3,40K-60K
Existing Customer,50,7768,83,2275,2,2,40K-60K
Existing Customer,43,7679,64,7350,3,0,Lessthan40K
Existing Customer,48,7265,80,1913,2,1,40K-60K
Existing Customer,50,8186,93,4249,3,3,Lessthan40K
Existing Customer,40,7782,88,2136,1,2,40K-60K
Existing Customer,46,8032,88,18956,2,2,40K-60K
Existing Customer,45,7377,82,13445,2,3,60K-80K
Existing Customer,53,7422,87,8979,3,3,Lessthan40K
Existing Customer,49,7468,92,6674,3,1,Lessthan40K
Existing Customer,52,8162,89,6265,3,3,Lessthan40K
Existing Customer,47,7535,92,34516,2,1,80K-120K
Existing Customer,47,7827,77,34516,2,2,80K-120K
Existing Customer,43,8126,95,13165,2,1,60K-80K
Existing Customer,49,7300,77,9959,3,3,80K-120K
Existing Customer,40,7841,82,9243,2,3,40K-60K
Existing Customer,53,7802,88,4737,1,3,Lessthan40K
Attrited Customer,51,4724,60,2710,3,2,40K-60K
Existing Customer,46,7694,85,2000,2,2,40K-60K
Existing Customer,41,6932,87,34516,2,0,80K-120K
Existing Customer,42,8020,74,8798,1,1,Lessthan40K
Existing Customer,50,7772,76,24670,2,3,120K+
Existing Customer,51,7555,96,23453,2,3,80K-120K
Existing Customer,44,7936,76,34516,2,2,120K+
Existing Customer,49,7906,80,6139,2,2,60K-80K
Existing Customer,51,8796,94,14800,2,1,40K-60K
Existing Customer,53,7962,89,9815,1,3,40K-60K
Existing Customer,49,7685,85,3919,3,2,Lessthan40K
Existing Customer,59,7470,82,12265,5,2,Unknown
Existing Customer,47,7075,89,3256,3,1,40K-60K
Existing Customer,50,7664,74,19000,2,1,80K-120K
Existing Customer,44,7219,86,34516,2,1,120K+
Existing Customer,48,8424,84,13197,1,1,60K-80K
Attrited Customer,47,4739,55,22599,3,2,60K-80K
Existing Customer,43,7370,96,23457,1,2,60K-80K
Existing Customer,40,7321,73,5238,3,1,80K-120K
Existing Customer,41,7641,93,31560,1,3,80K-120K
Existing Customer,46,7689,84,6218,2,3,Lessthan40K
Existing Customer,47,7774,95,34516,2,2,Unknown
Existing Customer,44,7566,88,29572,1,1,60K-80K
Existing Customer,52,6993,97,2743,1,3,Lessthan40K
Existing Customer,39,7345,73,2844,2,3,80K-120K
Existing Customer,53,7682,90,9678,2,3,Lessthan40K
Existing Customer,49,7409,89,26882,2,1,80K-120K
Existing Customer,52,7153,84,5207,2,1,Lessthan40K
Existing Customer,46,7737,84,15034,2,3,40K-60K
Existing Customer,44,7535,87,3107,1,2,40K-60K
Existing Customer,52,8426,105,12214,1,1,40K-60K
Existing Customer,52,8070,81,23070,2,3,80K-120K
Existing Customer,50,7199,83,2167,2,2,Lessthan40K
Existing Customer,55,7917,95,34516,1,3,80K-120K
Existing Customer,45,8778,85,6895,2,3,60K-80K
Attrited Customer,44,4847,49,25894,2,1,80K-120K
Attrited Customer,46,4724,56,3138,2,3,Lessthan40K
Existing Customer,49,7222,93,12055,2,3,120K+
Existing Customer,53,7642,89,16592,3,3,Unknown
Existing Customer,60,7443,98,34516,2,1,Unknown
Existing Customer,47,7190,93,33184,1,2,Unknown
Existing Customer,54,7302,80,10753,1,3,40K-60K
Existing Customer,39,8505,86,9959,1,3,80K-120K
Existing Customer,46,7307,82,2069,5,1,Lessthan40K
Existing Customer,43,7849,88,11362,2,2,Lessthan40K
Existing Customer,53,7919,85,34516,3,2,120K+
Existing Customer,44,8094,96,20001,1,1,60K-80K
Existing Customer,48,8575,92,8786,3,2,40K-60K
Existing Customer,41,7892,83,7142,3,3,80K-120K
Attrited Customer,45,4996,55,4477,3,3,Lessthan40K
